newobsnum,bywhom?,refnum,refname,invasive_species,trophic_invader,response_var,response_var_details,response_var_units,response_fxnlgrp,habitat_type,study_type,es_num,es_num2,pres_x,pres_n,pres_err,abs_x,abs_n,abs_err,error_type,control_type,abs_conditions,data_source,notes,include,citations,fund_NSF,fund_FWS,fund_NOAA,fund_EPA,fund_USDA,fund_conserv,Funding Sources,Funding notes,Journal,journal_category,pubyear,impactfactor,impactfactor_year,lastauth_country,carp,zebra_mussel,phragmites,spartina,last_author_region,same_first_author,last_author_english
147,Ross,202,baldridge2014,Orconectes rusticus,Filter-collector,Diversity,species richness,Number per 25 m transect (p.789 paper),Macrophytes,Lake,Observational,1073,1065,0.3094,6,0.3078,8.8123,6,1.1624,SEM,uninvaded,without invader,"Figure 1, Table 1",2011 data,1,1,1,0,0,0,0,1,"(1) NSF (2) Global Linkages of Biology, Environment, and Society traning program at the University of Notre Dame (AKB) (3) University of Notre Dame Graduate School (AKB) (4) The University of Notre Dame Environmental Research Center (AKB). ",(1) NSF IGERT Integrative Graduate Education and Research Traineeship grant award (#0504495). ,Freshwater Science,Ecosystem,2014,1.762,2014,USA,0,0,0,0,North America,baldridge,1
148,Ross,202,baldridge2014,Orconectes rusticus,Filter-collector,Diversity,seedling richness (greenhouse assays),Number per 25 m transect (p.789 paper),Macrophytes,Lake,Observational,1073,1065,0.1562,6,0.1641,2.3359,6,0.3282,SEM,uninvaded,without invader,Figure 2 A,Macrophytes along with all species collected in sites at 0-5 cm level,1,1,1,0,0,0,0,1,"(1) NSF (2) Global Linkages of Biology, Environment, and Society traning program at the University of Notre Dame (AKB) (3) University of Notre Dame Graduate School (AKB) (4) The University of Notre Dame Environmental Research Center (AKB). ",(1) NSF IGERT Integrative Graduate Education and Research Traineeship grant award (#0504495). ,Freshwater Science,Ecosystem,2014,1.762,2014,USA,0,0,0,0,North America,baldridge,1
149,Ross,202,baldridge2014,Orconectes rusticus,Filter-collector,Diversity,seedling richness (greenhouse assays),Number per 25 m transect (p.789 paper),Macrophytes,Lake,Observational,1073,1065,0.1562,6,0.1641,1.6719,6,0.664,SEM,uninvaded,without invader,Figure 2 A,Macrophytes along with all species collected in sites at 5-10 cm level,1,1,1,0,0,0,0,1,"(1) NSF (2) Global Linkages of Biology, Environment, and Society traning program at the University of Notre Dame (AKB) (3) University of Notre Dame Graduate School (AKB) (4) The University of Notre Dame Environmental Research Center (AKB). ",(1) NSF IGERT Integrative Graduate Education and Research Traineeship grant award (#0504495). ,Freshwater Science,Ecosystem,2014,1.762,2014,USA,0,0,0,0,North America,baldridge,1
150,Ross,202,baldridge2014,Orconectes rusticus,Filter-collector,Diversity,seedling richness (greenhouse assays),Number per 25 m transect (p.789 paper),Macrophytes,Lake,Observational,1073,1065,0,6,0,0.6641,6,0.6718,SEM,uninvaded,without invader,Figure 2 A,Macrophytes along with all species at 10-15 cm level,1,1,1,0,0,0,0,1,"(1) NSF (2) Global Linkages of Biology, Environment, and Society traning program at the University of Notre Dame (AKB) (3) University of Notre Dame Graduate School (AKB) (4) The University of Notre Dame Environmental Research Center (AKB). ",(1) NSF IGERT Integrative Graduate Education and Research Traineeship grant award (#0504495). ,Freshwater Science,Ecosystem,2014,1.762,2014,USA,0,0,0,0,North America,baldridge,1
72,Kali,204,locke2014,Dreissena polymorpha,Filter-collector,Diversity,taxa richness,# of orders per fish,Benthic Invertebrates,Lake,Observational,1074,1066,3.1,64,0.405,4.3,35,0.59,half of 95% CI,uninvaded,"invader naturally absent from lake, comparing to invaded lake",in text,,0,6,1,0,0,0,0,1,"(1) Natural Sciences and Engineering Research Council of Canada (NSERC), (2) Ontario Ministry of Research and Innovation, (3) Fond Québecois de Recherche sur La Nature et les Technologies (Canada)",,Oecologia,General,2014,3.093,2014,Canada,0,1,0,0,North America,locke,1
73,Kali,204,locke2014,Dreissena polymorpha,Filter-collector,Diversity,taxa richness,# of orders per fish,Other,Lake,Observational,1075,1066,1.33,64,0.24,2.23,35,0.365,half of 95% CI,uninvaded,"invader naturally absent from lake, comparing to invaded lake",in text,response_fxlgroup=parasite,0,6,1,0,0,0,0,1,"(1) Natural Sciences and Engineering Research Council of Canada (NSERC), (2) Ontario Ministry of Research and Innovation, (3) Fond Québecois de Recherche sur La Nature et les Technologies (Canada)",,Oecologia,General,2014,3.093,2014,Canada,0,1,0,0,North America,locke,1
45,Kali,206,long2015,Didemnum vexillum,Filter-collector,Abundance,density,individuals m^-1 of epifauna on eelgrass,Benthic Invertebrates,Estuary,Observational,1076,1067,1770.9,10,374.9,1022.4,10,286,SEM,no species,invader not living on an individual,in text,,1,0,0,0,1,0,0,1,"(1) Lerner Gray Memorial Fund of the American Museum of Natural History, (2) Pacific Coast Science and Learning Center, Point Reyes National Seashore (US National Parks Service), (3) UC Davis Graduate Fellowship, (4) Bodega Marine Laboratory Fellowship (UC Davis)",,Journal of Experimental Marine Biology and Ecology,Ecosystem,2015,1.796,2015,USA,0,0,0,0,North America,long,1
185,Kali,208,maceda2016,Arundo donax,Primary-producer,Diversity,family richness,# families 155m-3 (soil samples),Benthic Invertebrates,River,Observational,1077,1068,3,27,2,5,27,1,sd,native species,uninvaded riparian herbaceous community,Table 1,"response_fxl_group=soil arthropods, maybe the same as benthic inverts?; they gave class, order, and family richness. Just reporting family since its the lowest level; Also had 2 methods for arthropod collection: reporting ""berlese"" because it better estimates absolute abundances (according to authors)",1,3,1,0,0,0,0,0,Severo Ochoa Program for Centres of Excellence (Spain) (SEV-2012-0262),,Biological Invasions,Invasions,2016,2.855,2015,Spain,0,0,0,0,Europe,maceda,0
186,Kali,208,maceda2016,Arundo donax,Primary-producer,Diversity,Shannon index for family,Shannon index,Benthic Invertebrates,River,Observational,1077,1068,1.21,27,0.49,1.71,27,0.21,sd,native species,uninvaded riparian herbaceous community,Table 1,"response_fxl_group=soil arthropods, maybe the same as benthic inverts?; shannon from berlese",1,3,1,0,0,0,0,0,Severo Ochoa Program for Centres of Excellence (Spain) (SEV-2012-0262),,Biological Invasions,Invasions,2016,2.855,2015,Spain,0,0,0,0,Europe,maceda,0
188,Kali,208,maceda2016,Arundo donax,Primary-producer,Diversity,species richness,# species/m^2,Macrophytes,River,Observational,1078,1068,0,5,0,2,5,1,sd,native species,uninvaded riparian herbaceous community,Table 5,"response_fxl_group=soil arthropods, maybe the same as benthic inverts?; Plant sp richness for site Llobregat",1,3,1,0,0,0,0,0,Severo Ochoa Program for Centres of Excellence (Spain) (SEV-2012-0262),,Biological Invasions,Invasions,2016,2.855,2015,Spain,0,0,0,0,Europe,maceda,0
209,Kali,208,maceda2016,Arundo donax,Primary-producer,Diversity,species richness,# species/m^2,Macrophytes,River,Observational,1078,1068,0,5,0,7,5,2,sd,native species,uninvaded riparian herbaceous community,Table 5,"response_fxl_group=soil arthropods, maybe the same as benthic inverts?; Plant sp richness for site Ripoll",1,3,1,0,0,0,0,0,Severo Ochoa Program for Centres of Excellence (Spain) (SEV-2012-0262),,Biological Invasions,Invasions,2016,2.855,2015,Spain,0,0,0,0,Europe,maceda,0
210,Kali,208,maceda2016,Arundo donax,Primary-producer,Diversity,species richness,# species/m^2,Macrophytes,River,Observational,1078,1068,0,5,1,0,5,1,sd,native species,uninvaded riparian herbaceous community,Table 5,"response_fxl_group=soil arthropods, maybe the same as benthic inverts?; Plant sp richness for site Vallvidrera",1,3,1,0,0,0,0,0,Severo Ochoa Program for Centres of Excellence (Spain) (SEV-2012-0262),,Biological Invasions,Invasions,2016,2.855,2015,Spain,0,0,0,0,Europe,maceda,0
205.2,Kali,209,maclennan2015,Ochorhynchus mykiss,Predator,Abundance,biomass,ug/L,Phytoplankton,Lake,Mesocosm,1079,1069,1.03,10,0.22,0.2,10,0.04,SEM,no species,tank with no fish,Fig3e,used final day of study,1,4,1,0,0,0,0,0,"(1) Natural Sciences and Engineering Research Council of Canada (NSERC), (2) Alberta Ingenuity (Canada)",,Freshwater Biology,Ecosystem,2015,2.933,2015,Canada,0,0,0,0,North America,maclennan,1
205.1,Kali,209,maclennan2015,Ochorhynchus mykiss,Predator,Abundance,biomass,ug/L,Zooplankton,Lake,Mesocosm,1080,1069,57.35,10,19.79,28.57,10,9.6,SEM,no species,tank with no fish,Fig3a,used final day of study,1,4,1,0,0,0,0,0,"(1) Natural Sciences and Engineering Research Council of Canada (NSERC), (2) Alberta Ingenuity (Canada)",,Freshwater Biology,Ecosystem,2015,2.933,2015,Canada,0,0,0,0,North America,maclennan,1
205,Kali,209,maclennan2015,Ochorhynchus mykiss,Predator,Abundance,biomass,ug/L,Zooplankton,Lake,Observational,1081,1070,20.27,10,24.72,15.3,12,12.29,sd,uninvaded,comparing lakes stocked with invader vs. unstocked lakes,Fig1,excluded b/c multiple invaders,0,4,1,0,0,0,0,0,"(1) Natural Sciences and Engineering Research Council of Canada (NSERC), (2) Alberta Ingenuity (Canada)",,Freshwater Biology,Ecosystem,2015,2.933,2015,Canada,0,0,0,0,North America,maclennan,1
201,Kali,210,maclennan2016,Ochorhynchus mykiss,Predator,Abundance,density,#/L,Zooplankton,Lake,Observational,1082,1071,0.47,5,0.38,16.87,19,12,sd,low invader abundance,years in which invasive fish were stocked (pres) vs. not stocked (abs),Fig2a,excluded b/c multiple invaders,0,0,1,0,0,0,0,0,"(1) Natural Sciences and Engineering Research Council of Canada (NSERC), (2) Alberta Ingenuity (Canada)",,Hydrobiologia,General,2016,2.051,2015,Canada,0,0,0,0,North America,maclennan,1
213,Jessie,214,song2015,Phragmites australis,Primary-producer,Diversity,Shannon index for bacteria,Shannon index,Other,Lake,Observational,1083,1072,2.3187,3,0.2568,2.5473,3,0.1459,SEM,uninvaded,invader naturally absent,Fig 5,native vs invaded instead of native vs mixed because where the invader occurs it typically dominates,1,3,1,0,0,0,0,0,NRF (ERC 2013-067218,,Plant and Soil,General,2015,2.969,2015,Korea,0,0,1,0,Asia,song,0
214,Jessie,214,song2015,Phragmites australis,Primary-producer,Diversity,Shannon index for fungi,Shannon index,Other,Lake,Observational,1083,1072,1.5474,3,0.164,1.7844,3,0.1725,SEM,uninvaded,invader naturally absent,Fig 5,native vs invaded instead of native vs mixed because where the invader occurs it typically dominates,1,3,1,0,0,0,0,0,NRF (ERC 2013-067218,,Plant and Soil,General,2015,2.969,2015,Korea,0,0,1,0,Asia,song,0
211,Jessie,214,song2015,Phragmites australis,Primary-producer,Physiochemistry,NH4+,ug/ g soil,Nutrients-N,Lake,Observational,1084,1073,2,3,0.52,1.9,3,0.46,SEM,uninvaded,invader naturally absent,Table 1,native vs invaded instead of native vs mixed because where the invader occurs it typically dominates,1,3,1,0,0,0,0,0,NRF (ERC 2013-067218,,Plant and Soil,General,2015,2.969,2015,Korea,0,0,1,0,Asia,song,0
211.1,Jessie,214,song2015,Phragmites australis,Primary-producer,Physiochemistry,NO3,ug/ g soil,Nutrients-N,Lake,Observational,1084,1073,0.008,3,0.005,0.014,3,0.01,SEM,uninvaded,invader naturally absent,Table 1,native vs invaded instead of native vs mixed because where the invader occurs it typically dominates,1,3,1,0,0,0,0,0,NRF (ERC 2013-067219,,Plant and Soil,General,2015,2.969,2015,Korea,0,0,1,0,Asia,song,0
212,Jessie,214,song2015,Phragmites australis,Primary-producer,Physiochemistry,organic matter in soil,%,OM,Lake,Observational,1085,1073,6.1,3,0.2,4.7,3,0.4,SEM,uninvaded,invader naturally absent,Fig 1 a,native vs invaded instead of native vs mixed because where the invader occurs it typically dominates,1,3,1,0,0,0,0,0,NRF (ERC 2013-067218,,Plant and Soil,General,2015,2.969,2015,Korea,0,0,1,0,Asia,song,0
193,Jessie,217,tonkin2014,Gambusia holbrooki,Predator,Abundance,count (carp gudgeon),# individuals ,Fish,Lake,Manipulative,1086,1074,1.7308,8,1.1538,1.8462,5,1.5384,SEM,native species,invader removed,Fig 2b,carp gudgeon,1,1,0,1,0,0,0,0,Native Fish Strategy section of the Murray-Darling Basin Authority,,Austral Ecology,General,2014,1.837,2014,Germany,0,0,0,0,Europe,tonkin,0
194,Jessie,217,tonkin2014,Gambusia holbrooki,Predator,Abundance,count (smelt),# individuals ,Fish,Lake,Manipulative,1086,1074,0.0188,8,0.0181,0.086,5,0.0859,SEM,native species,invader removed,Fig 2c,Australian smelt,1,1,0,1,0,0,0,0,Native Fish Strategy section of the Murray-Darling Basin Authority,,Austral Ecology,General,2014,1.837,2014,Germany,0,0,0,0,Europe,tonkin,0
195,Jessie,218,vanbocxlaer2015,Melanoides tuberculata,Omnivore,Abundance,count,# individuals ,Other,Lake,Observational,1087,1075,2.955,22,4.123,11.333,6,14.222,sd,uninvaded,invader naturally absent,Table 1,response: LMN snail; trophic_invader=Herbivore but coded as Omnivore,1,4,1,0,0,0,0,0,"(1) Flanders Research Foundation, (2) the Leopold III-Fund, (3) the Belgian American Educational Foundation, (4) a Peter Buck Fellowship of the Smithsonian Institution, and (5) an Alexander von Humboldt Fellowship to B.V.B., and (6) DFG Grants AL 1076/6-2, 7-1, 8-1 to C.A",,Hydrobiologia,General,2015,2.051,2015,Germany,0,0,0,0,Europe,vanbocxlaer,0
196,Jessie,218,vanbocxlaer2015,Melanoides tuberculata,Omnivore,Abundance,count,# individuals ,Other,Lake,Observational,1087,1075,5.5,22,14.349,58.667,6,97.543,sd,uninvaded,invader naturally absent,Table 1,response: other endemic congeners; trophic_invader=Herbivore but coded as Omnivore,1,4,1,0,0,0,0,0,"(1) Flanders Research Foundation, (2) the Leopold III-Fund, (3) the Belgian American Educational Foundation, (4) a Peter Buck Fellowship of the Smithsonian Institution, and (5) an Alexander von Humboldt Fellowship to B.V.B., and (6) DFG Grants AL 1076/6-2, 7-1, 8-1 to C.A",,Hydrobiologia,General,2015,2.051,2015,Germany,0,0,0,0,Europe,vanbocxlaer,0
200,Jessie,220,waajen2016,Dreissena bugensis),Filter-collector,Abundance,total chlorophyll a,ug/ L,Phytoplankton,Lake,Mesocosm,1088,1076,2.4,4,0.3,84.1,4,16.5,SEM,no species,invader placed in mesocosms,Table 2,"invader intentionally introduced to ponds for cyanobacteria control, last sample date reported here",1,2,0,0,0,0,0,1,"(1) Water Authority Brabantse Delta, (2) Bureau Waardenburg BV Consultants for Environment and Ecology, (3) Wageningen University",,Ecological Engineering,General,2016,2.74,2015,Netherlands,0,1,0,0,Europe,waajen,0
200.1,Jessie,220,waajen2016,Dreissena bugensis),Filter-collector,Physiochemistry,total N,mg / PL,Nutrients-N,Lake,Mesocosm,1089,1077,1.38,4,0.48,1.58,4,0.23,SEM,no species,invader placed in mesocosms,Table 2,"invader intentionally introduced to ponds for cyanobacteria control, last sample date reported here",1,2,0,0,0,0,0,1,"(1) Water Authority Brabantse Delta, (2) Bureau Waardenburg BV Consultants for Environment and Ecology, (3) Wageningen University",,Ecological Engineering,General,2016,2.74,2015,Netherlands,0,1,0,0,Europe,waajen,0
200.2,Jessie,220,waajen2016,Dreissena bugensis),Filter-collector,Physiochemistry,total P,mg / PL,Nutrients-P,Lake,Mesocosm,1090,1077,0.08,4,0.01,0.17,4,0.08,SEM,no species,invader placed in mesocosms,Table 2,"invader intentionally introduced to ponds for cyanobacteria control, last sample date reported here",1,2,0,0,0,0,0,1,"(1) Water Authority Brabantse Delta, (2) Bureau Waardenburg BV Consultants for Environment and Ecology, (3) Wageningen University",,Ecological Engineering,General,2016,2.74,2015,Netherlands,0,1,0,0,Europe,waajen,0
199,Ross,221,bajer2015,Cyprinus carpio,Omnivore,Abundance,density (vegetation % cover),percent cover,Macrophytes,Lake,Manipulative,1091,1078,5.8576,2,5.0065,44.8559,2,16.5032,SEM,low invader abundance,before/after carp removal,Figure 1,,1,14,0,0,0,0,0,1,Riley Purgatory Bluff Creek Watershed District,NA,Global Change Biology,General,2014,7.5,2014,USA,1,0,0,0,North America,bajer,1
208.3,Tara,222,penk2015,Hemimysis anomala,Predator,Abundance,biomass,g m–2,Benthic Invertebrates,Lake,Mesocosm,1092,1079,3.82,4,0.29,3.2,4,0.68,SEM,native species,without invader,Fig. 1,used M and MHsub treatments,1,3,1,0,0,0,0,0,"Irish Research Council (ECS/2009/01, GOIPD/2014/129), Ecological Consultancy Services Limited",,Journal of Animal Ecology,General,2015,4.827,2015,Ireland,0,0,0,0,Europe,penk,1
208.2,Tara,222,penk2015,Hemimysis anomala,Predator,Abundance,biomass,μg Chl-a cm–2,Macrophytes,Lake,Mesocosm,1093,1079,1.27,4,0.09,1.27,4,0.08,SEM,native species,without invader,Fig. 1,used M and MHsub treatments,1,3,1,0,0,0,0,0,"Irish Research Council (ECS/2009/01, GOIPD/2014/129), Ecological Consultancy Services Limited",,Journal of Animal Ecology,General,2015,4.827,2015,Ireland,0,0,0,0,Europe,penk,1
208.1,Tara,222,penk2015,Hemimysis anomala,Predator,Abundance,biomass,μg Chl-a L–1,Phytoplankton,Lake,Mesocosm,1094,1079,9.34,4,1.68,6.79,4,0.64,SEM,native species,without invader,Fig. 1,used M and MHsub treatments,1,3,1,0,0,0,0,0,"Irish Research Council (ECS/2009/01, GOIPD/2014/129), Ecological Consultancy Services Limited",,Journal of Animal Ecology,General,2015,4.827,2015,Ireland,0,0,0,0,Europe,penk,1
207.1,Tara,222,penk2015,Hemimysis anomala,Predator,Abundance,density,No. of organisms L–1,Zooplankton,Lake,Mesocosm,1095,1079,4,4,0.05,7,4,0.34,SEM,native species,without invader,Fig. 2,used M and MHsub treatments,1,3,1,0,0,0,0,0,"Irish Research Council (ECS/2009/01, GOIPD/2014/129), Ecological Consultancy Services Limited",,Journal of Animal Ecology,General,2015,4.827,2015,Ireland,0,0,0,0,Europe,penk,1
207.3,Tara,222,penk2015,Hemimysis anomala,Predator,Abundance,biomass,mg L–1,Zooplankton,Lake,Mesocosm,1095,1079,0.42,4,0.06,0.86,4,0.1,SEM,native species,without invader,Fig. 1,used M and MHsub treatments,1,3,1,0,0,0,0,0,"Irish Research Council (ECS/2009/01, GOIPD/2014/129), Ecological Consultancy Services Limited",,Journal of Animal Ecology,General,2015,4.827,2015,Ireland,0,0,0,0,Europe,penk,1
207.2,Tara,222,penk2015,Hemimysis anomala,Predator,Diversity,Shannon-Wiener,Shannon-Wiener,Zooplankton,Lake,Mesocosm,1096,1080,1.04,4,0.07,1.27,4,0.05,SEM,native species,without invader,Fig. 2,used M and MHsub treatments,1,3,1,0,0,0,0,0,"Irish Research Council (ECS/2009/01, GOIPD/2014/129), Ecological Consultancy Services Limited",,Journal of Animal Ecology,General,2015,4.827,2015,Ireland,0,0,0,0,Europe,penk,1
218,Danie,223,Cook2014,Chrysanthmum coronarium,Primary-producer,Abundance,Total abundance,,Macrophytes,Lake,Observational,1097,1081,144.9,9,30.7,281.5,9,33.4,SEM,native species,without invader,Table 4,Included only native and invasive comparison (not invasive mix vs. native mix),1,1,0,0,1,0,0,0,"NOAA Grant Nos. NA08OAR4170669 and NA10OAR4170060, California Sea Grant Project R/ENV-209, including an Isaac’s Marine Undergraduate Research Scholarship, through NOAA’s National Sea Grant College Program, US Department of Commerce",,Biological Invasions,Invasions,2014,2.586,2014,USA,0,0,0,0,North America,cook,1
218,Danie,223,Cook2014,Chrysanthmum coronarium,Primary-producer,Diversity,Shannons index,shannon index,Macrophytes,Lake,Observational,1098,1082,2.1,9,0.1,1.9,9,0.2,SEM,native species,Without invader,Table 4,Included only native and invasive comparison (not invasive mix vs. native mix),1,1,0,0,1,0,0,0,"NOAA Grant Nos. NA08OAR4170669 and NA10OAR4170060, California Sea Grant Project R/ENV-209, including an Isaac’s Marine Undergraduate Research Scholarship, through NOAA’s National Sea Grant College Program, US Department of Commerce",,Biological Invasions,Invasions,2014,2.586,2014,USA,0,0,0,0,North America,cook,1
218.1,Danie,223,Cook2014,Chrysanthmum coronarium,Primary-producer,Diversity,richness,,Macrophytes,Lake,Observational,1098,1082,19.5,9,2,19.4,9,2.2,SEM,native species,Without invader,Table 5,Included only native and invasive comparison (not invasive mix vs. native mix),1,1,0,0,1,0,0,0,"NOAA Grant Nos. NA08OAR4170669 and NA10OAR4170060, California Sea Grant Project R/ENV-209, including an Isaac’s Marine Undergraduate Research Scholarship, through NOAA’s National Sea Grant College Program, US Department of Commerce",,Biological Invasions,Invasions,2014,2.586,2014,USA,0,0,0,0,North America,cook,1
219,Ben,224,Destasio2014,Dreissena polymorpha,Filter-collector,Abundance,total cell abundance,Cells/mL,Phytoplankton,Lake,Observational,1099,1083,2129.6,3,204,16.9,6,3.8,half of 95% CI,before-after invasion,without invader,Table 2,response spp = cyanobacteria; data from 2000,1,4,0,0,1,0,0,0,"National Sea Grant College Program, National Oceanic and Atmospheric Administration, U.S. Department of Commerce, and from the State of Wisconsin (Federal grant number: NA16RG2257, project number: R/LR-93)",,Diversity and Distributions,Invasions,2014,0.84,2014,USA,0,1,0,0,North America,destasio,1
219.6,Ben,224,Destasio2014,Dreissena polymorpha,Filter-collector,Abundance,total chlorphyl a abundance,micrograms/L,Phytoplankton,Lake,Observational,1099,1083,196.7,6,34.4,53.3,6,23.1,SEM,before-after invasion,without invader,Table 4,station GB1A,1,4,0,0,1,0,0,0,"National Sea Grant College Program, National Oceanic and Atmospheric Administration, U.S. Department of Commerce, and from the State of Wisconsin (Federal grant number: NA16RG2257, project number: R/LR-93)",,Diversity and Distributions,Invasions,2014,0.84,2014,USA,0,1,0,0,North America,destasio,1
219.7,Ben,224,Destasio2014,Dreissena polymorpha,Filter-collector,Abundance,total chlorphyl a abundance,micrograms/L,Phytoplankton,Lake,Observational,1099,1083,93.2,6,50.4,63.1,6,15.9,SEM,before-after invasion,without invader,Table 4,station GB2,1,4,0,0,1,0,0,0,"National Sea Grant College Program, National Oceanic and Atmospheric Administration, U.S. Department of Commerce, and from the State of Wisconsin (Federal grant number: NA16RG2257, project number: R/LR-93)",,Diversity and Distributions,Invasions,2014,0.84,2014,USA,0,1,0,0,North America,destasio,1
219.8,Ben,224,Destasio2014,Dreissena polymorpha,Filter-collector,Abundance,total chlorphyl a abundance,micrograms/L,Phytoplankton,Lake,Observational,1099,1083,17.6,6,8.8,18.6,6,3.4,SEM,before-after invasion,without invader,Table 4,starion GB3,1,4,0,0,1,0,0,0,"National Sea Grant College Program, National Oceanic and Atmospheric Administration, U.S. Department of Commerce, and from the State of Wisconsin (Federal grant number: NA16RG2257, project number: R/LR-93)",,Diversity and Distributions,Invasions,2014,0.84,2014,USA,0,1,0,0,North America,destasio,1
219.9,Ben,224,Destasio2014,Dreissena polymorpha,Filter-collector,Abundance,total chlorphyl a abundance,micrograms/L,Phytoplankton,Lake,Observational,1099,1083,25.3,6,7,9.8,6,2.9,SEM,before-after invasion,without invader,Table 4,station GB4,1,4,0,0,1,0,0,0,"National Sea Grant College Program, National Oceanic and Atmospheric Administration, U.S. Department of Commerce, and from the State of Wisconsin (Federal grant number: NA16RG2257, project number: R/LR-93)",,Diversity and Distributions,Invasions,2014,0.84,2014,USA,0,1,0,0,North America,destasio,1
219.99,Ben,224,Destasio2014,Dreissena polymorpha,Filter-collector,Abundance,total chlorphyl a abundance,micrograms/L,Phytoplankton,Lake,Observational,1099,1083,27.9,6,10,9.9,6,3.3,SEM,before-after invasion,without invader,Table 4,station GB6,1,4,0,0,1,0,0,0,"National Sea Grant College Program, National Oceanic and Atmospheric Administration, U.S. Department of Commerce, and from the State of Wisconsin (Federal grant number: NA16RG2257, project number: R/LR-93)",,Diversity and Distributions,Invasions,2014,0.84,2014,USA,0,1,0,0,North America,destasio,1
219.1,Ben,224,Destasio2014,Dreissena polymorpha,Filter-collector,Physiochemistry,total P abundance,micrograms/L,Nutrients-P,Lake,Observational,1100,1084,143.7,6,44.3,223.7,6,23.6,SEM,before-after invasion,without invader,Table 4,station GB1A,1,4,0,0,1,0,0,0,"National Sea Grant College Program, National Oceanic and Atmospheric Administration, U.S. Department of Commerce, and from the State of Wisconsin (Federal grant number: NA16RG2257, project number: R/LR-93)",,Diversity and Distributions,Invasions,2014,0.84,2014,USA,0,1,0,0,North America,destasio,1
219.2,Ben,224,Destasio2014,Dreissena polymorpha,Filter-collector,Physiochemistry,total P abundance,micrograms/L,Nutrients-P,Lake,Observational,1100,1084,56.5,6,24.6,158.3,6,40.8,SEM,before-after invasion,without invader,Table 4,station GB2,1,4,0,0,1,0,0,0,"National Sea Grant College Program, National Oceanic and Atmospheric Administration, U.S. Department of Commerce, and from the State of Wisconsin (Federal grant number: NA16RG2257, project number: R/LR-93)",,Diversity and Distributions,Invasions,2014,0.84,2014,USA,0,1,0,0,North America,destasio,1
219.3,Ben,224,Destasio2014,Dreissena polymorpha,Filter-collector,Physiochemistry,total P abundance,micrograms/L,Nutrients-P,Lake,Observational,1100,1084,18.3,6,10.1,47.8,6,17.8,SEM,before-after invasion,without invader,Table 4,starion GB3,1,4,0,0,1,0,0,0,"National Sea Grant College Program, National Oceanic and Atmospheric Administration, U.S. Department of Commerce, and from the State of Wisconsin (Federal grant number: NA16RG2257, project number: R/LR-93)",,Diversity and Distributions,Invasions,2014,0.84,2014,USA,0,1,0,0,North America,destasio,1
219.4,Ben,224,Destasio2014,Dreissena polymorpha,Filter-collector,Physiochemistry,total P abundance,micrograms/L,Nutrients-P,Lake,Observational,1100,1084,11.6,6,5.1,45.3,6,14.7,SEM,before-after invasion,without invader,Table 4,station GB4,1,4,0,0,1,0,0,0,"National Sea Grant College Program, National Oceanic and Atmospheric Administration, U.S. Department of Commerce, and from the State of Wisconsin (Federal grant number: NA16RG2257, project number: R/LR-93)",,Diversity and Distributions,Invasions,2014,0.84,2014,USA,0,1,0,0,North America,destasio,1
219.5,Ben,224,Destasio2014,Dreissena polymorpha,Filter-collector,Physiochemistry,total P abundance,micrograms/L,Nutrients-P,Lake,Observational,1100,1084,17.6,6,5.7,42.3,6,8.9,SEM,before-after invasion,without invader,Table 4,station GB6,1,4,0,0,1,0,0,0,"National Sea Grant College Program, National Oceanic and Atmospheric Administration, U.S. Department of Commerce, and from the State of Wisconsin (Federal grant number: NA16RG2257, project number: R/LR-93)",,Diversity and Distributions,Invasions,2014,0.84,2014,USA,0,1,0,0,North America,destasio,1
220,Jessie,225,camarillo2015,Triadica sebifera,Primary-producer,Abundance,density native trees ,trees / ha,Macrophytes,River,Observational,1101,1085,539.1,23,143.6,1339.1,23,236.9,SEM,low invader abundance,invader naturally absent,table 2,2013 abundances,1,1,0,0,0,0,0,1,"(1) Working Lands Investment Partners, LLC., (2) Stephen F. Austin State University, and (3) the McIntire-Stennis Cooperative Forestry Research Program",,Forest Ecology and Management,Conservation,2015,2.826,2015,USA,0,0,0,0,North America,camarillo,1
222.3,Jessie,225,camarillo2015,Triadica sebifera,Primary-producer,Abundance,density native veg,stems native / m2,Macrophytes,River,Observational,1101,1085,6.14,23,0.6,9.93,23,1.6,SEM,low invader abundance,invader naturally absent,table 7,native stems/ m2 understory density,1,1,0,0,0,0,0,1,"(1) Working Lands Investment Partners, LLC., (2) Stephen F. Austin State University, and (3) the McIntire-Stennis Cooperative Forestry Research Program",,Forest Ecology and Management,Conservation,2015,2.826,2015,USA,0,0,0,0,North America,camarillo,1
221,Jessie,225,camarillo2015,Triadica sebifera,Primary-producer,Diversity,Shannon index,H,Macrophytes,River,Observational,1102,1086,0.72,23,0.07,0.96,23,0.07,SEM,low invader abundance,invader naturally absent,table 6,"overstory plant diversity, combined 2012-2013",1,1,0,0,0,0,0,1,"(1) Working Lands Investment Partners, LLC., (2) Stephen F. Austin State University, and (3) the McIntire-Stennis Cooperative Forestry Research Program",,Forest Ecology and Management,Conservation,2015,2.826,2015,USA,0,0,0,0,North America,camarillo,1
